"Issue Type","Resumen","Description","Epic Name","Epic Link","Assignee","Priority","Story Points","Labels","Status","Epic Status Proyecto","Acceptance Criteria","HU Codigo"
"Story","HU_234 - Cerrar sesion movil","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Acceso","Santiago Sanchez Jalvin","Medium","","movil,acceso,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_234"
"Story","HU_235 - Cambiar contrasena movil","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Acceso","Juan Manuel Rendon","Medium","","movil,acceso,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_235"
"Story","HU_236 - Restablecer contrasena movil","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Acceso","Pedro Alejandro Correa","Medium","","movil,acceso,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_236"
"Story","HU_237 - Pedidos movil - HU 237","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Jhonnier Hernandez","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_237"
"Story","HU_238 - Pedidos movil - HU 238","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Santiago Sanchez Jalvin","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_238"
"Story","HU_239 - Pedidos movil - HU 239","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Juan Manuel Rendon","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_239"
"Story","HU_240 - Pedidos movil - HU 240","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Pedro Alejandro Correa","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_240"
"Story","HU_241 - Pedidos movil - HU 241","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Jhonnier Hernandez","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_241"
"Story","HU_242 - Pedidos movil - HU 242","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Santiago Sanchez Jalvin","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_242"
"Story","HU_243 - Pedidos movil - HU 243","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Juan Manuel Rendon","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_243"
"Story","HU_244 - Pedidos movil - HU 244","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Pedro Alejandro Correa","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_244"
"Story","HU_245 - Pedidos movil - HU 245","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Jhonnier Hernandez","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_245"
"Story","HU_246 - Pedidos movil - HU 246","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Santiago Sanchez Jalvin","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_246"
"Story","HU_247 - Pedidos movil - HU 247","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Juan Manuel Rendon","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_247"
"Story","HU_248 - Pedidos movil - HU 248","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Pedro Alejandro Correa","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_248"
"Story","HU_249 - Pedidos movil - HU 249","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Jhonnier Hernandez","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_249"
"Story","HU_250 - Pedidos movil - HU 250","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Santiago Sanchez Jalvin","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_250"
"Story","HU_251 - Pedidos movil - HU 251","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Juan Manuel Rendon","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_251"
"Story","HU_252 - Pedidos movil - HU 252","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Pedro Alejandro Correa","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_252"
"Story","HU_253 - Pedidos movil - HU 253","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Jhonnier Hernandez","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_253"
"Story","HU_254 - Pedidos movil - HU 254","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Santiago Sanchez Jalvin","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_254"
"Story","HU_255 - Pedidos movil - HU 255","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Juan Manuel Rendon","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_255"
"Story","HU_256 - Pedidos movil - HU 256","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Pedro Alejandro Correa","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_256"
"Story","HU_257 - Pedidos movil - HU 257","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Jhonnier Hernandez","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_257"
"Story","HU_258 - Pedidos movil - HU 258","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Santiago Sanchez Jalvin","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_258"
"Story","HU_259 - Pedidos movil - HU 259","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Juan Manuel Rendon","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_259"
"Story","HU_260 - Pedidos movil - HU 260","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Pedro Alejandro Correa","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_260"
"Story","HU_261 - Pedidos movil - HU 261","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Jhonnier Hernandez","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_261"
"Story","HU_262 - Pedidos movil - HU 262","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Santiago Sanchez Jalvin","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_262"
"Story","HU_263 - Pedidos movil - HU 263","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Juan Manuel Rendon","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_263"
"Story","HU_264 - Pedidos movil - HU 264","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Pedro Alejandro Correa","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_264"
"Story","HU_265 - Pedidos movil - HU 265","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Jhonnier Hernandez","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_265"
"Story","HU_266 - Pedidos movil - HU 266","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Santiago Sanchez Jalvin","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_266"
"Story","HU_267 - Pedidos movil - HU 267","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Pedidos","Juan Manuel Rendon","Medium","","movil,pedidos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_267"
"Story","HU_268 - Abonos movil - HU 268","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Pedro Alejandro Correa","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_268"
"Story","HU_269 - Abonos movil - HU 269","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Jhonnier Hernandez","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_269"
"Story","HU_270 - Abonos movil - HU 270","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Santiago Sanchez Jalvin","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_270"
"Story","HU_271 - Abonos movil - HU 271","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Juan Manuel Rendon","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_271"
"Story","HU_272 - Abonos movil - HU 272","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Pedro Alejandro Correa","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_272"
"Story","HU_273 - Abonos movil - HU 273","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Jhonnier Hernandez","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_273"
"Story","HU_274 - Abonos movil - HU 274","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Santiago Sanchez Jalvin","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_274"
"Story","HU_275 - Abonos movil - HU 275","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Juan Manuel Rendon","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_275"
"Story","HU_276 - Abonos movil - HU 276","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Pedro Alejandro Correa","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_276"
"Story","HU_277 - Abonos movil - HU 277","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Jhonnier Hernandez","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_277"
"Story","HU_278 - Abonos movil - HU 278","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Santiago Sanchez Jalvin","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_278"
"Story","HU_279 - Abonos movil - HU 279","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Abonos","Juan Manuel Rendon","Medium","","movil,abonos,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_279"
"Story","HU_280 - Ventas movil - HU 280","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Pedro Alejandro Correa","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_280"
"Story","HU_281 - Ventas movil - HU 281","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Jhonnier Hernandez","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_281"
"Story","HU_282 - Ventas movil - HU 282","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_282"
"Story","HU_283 - Ventas movil - HU 283","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Juan Manuel Rendon","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_283"
"Story","HU_284 - Ventas movil - HU 284","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Pedro Alejandro Correa","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_284"
"Story","HU_285 - Ventas movil - HU 285","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Jhonnier Hernandez","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_285"
"Story","HU_286 - Ventas movil - HU 286","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_286"
"Story","HU_287 - Ventas movil - HU 287","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Juan Manuel Rendon","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_287"
"Story","HU_288 - Ventas movil - HU 288","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Pedro Alejandro Correa","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_288"
"Story","HU_289 - Ventas movil - HU 289","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Jhonnier Hernandez","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_289"
"Story","HU_290 - Ventas movil - HU 290","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_290"
"Story","HU_291 - Ventas movil - HU 291","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Juan Manuel Rendon","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_291"
"Story","HU_292 - Ventas movil - HU 292","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Pedro Alejandro Correa","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_292"
"Story","HU_293 - Ventas movil - HU 293","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Jhonnier Hernandez","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_293"
"Story","HU_294 - Ventas movil - HU 294","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_294"
"Story","HU_295 - Ventas movil - HU 295","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Juan Manuel Rendon","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_295"
"Story","HU_296 - Ventas movil - HU 296","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Pedro Alejandro Correa","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_296"
"Story","HU_297 - Ventas movil - HU 297","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Jhonnier Hernandez","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_297"
"Story","HU_298 - Ventas movil - HU 298","Historia importada para Scrum. Revisar detalle funcional y criterios en matriz original de historias (fuente del equipo).","","Movil - Gestion de Ventas","Santiago Sanchez Jalvin","Medium","","movil,ventas,scrum,hu","Realizada","Realizada","Validar criterios de aceptacion de la HU en refinamiento y anexar pruebas funcionales.","HU_298"
